brand,model,color,registration_date,year,price_in_euro,power_kw,power_ps,transmission_type,fuel_type,fuel_consumption_l_100km,fuel_consumption_g_km,mileage_in_km
audi,Audi A4,white,01 12 2013,2013,23930,130,177,Automatic,Diesel,5.3,140,86060
ford,Ford EcoSport,grey,01 02 2023,2023,23580,92,125,Manual,Petrol,5,114,25
kia,Kia XCeed,yellow,01 09 2019,2019,27500,103,140,Automatic,Petrol,5.9,135,17800
jaguar,Jaguar XF,grey,01 04 2020,2020,60900,184,250,Automatic,Petrol,7.5,171,41000
audi,Audi Q5,grey,01 12 2014,2014,22999,120,163,Automatic,Diesel,5.7,149,105000
dacia,Dacia Duster,grey,01 04 2015,2015,10300,92,125,Manual,Petrol,6.3,0,63500
ford,Ford Kuga,black,01 12 2018,2018,16990,110,150,Manual,Petrol,7.2,164,83260
bmw,BMW 120,grey,01 12 2004,2004,4900,120,163,Automatic,Diesel,6.6,176,290000
ford,Ford C Max,silver,01 01 2014,2014,7690,110,150,Manual,Petrol,6.2,144,136000
citroen,Citroen Grand C4 Picasso,red,01 04 2016,2016,15400,110,150,Manual,Diesel,3.9,102,90500
fiat,Fiat 500C,black,01 02 2023,2023,20480,52,71,Manual,Petrol,4.1,93,10
bentley,Bentley Continental GT,grey,01 07 2018,2018,192900,467,635,Automatic,Petrol,12.2,278,12855
ford,Ford Focus,white,01 02 2021,2021,23500,110,150,Automatic,Diesel,4.3,112,39900
hyundai,Hyundai i30,grey,01 12 2016,2016,16349,81,110,Manual,Diesel,3.9,102,28584
bmw,BMW X4 M,red,01 04 2019,2019,45896,240,326,Automatic,Diesel,6.4,170,98478
kia,Kia Picanto,white,01 05 2016,2016,6450,49,67,Manual,Petrol,4.5,107,101890
ford,Ford Transit Connect,silver,01 11 2017,2017,17340,74,101,Manual,Diesel,4.8,124,124001
bmw,BMW 320,grey,01 09 2014,2014,11400,120,163,Manual,Diesel,4.3,114,175000
land rover,Land Rover Defender,grey,01 10 2020,2020,74500,177,241,Automatic,Diesel,7.7,204,29030
audi,Audi Q5,grey,01 07 2015,2015,24780,140,190,Automatic,Diesel,5.7,149,61631
kia,Kia Ceed SW   cee d SW,white,01 09 2020,2020,27590,104,141,Automatic,Hybrid,1.1,28,34000
ford,Ford Ka Ka+,black,01 09 2009,2009,3890,55,75,Manual,Diesel,4.2,111,150000
bmw,BMW 325,grey,01 06 2009,2009,15950,160,218,Manual,Petrol,7.6,180,91053
bmw,BMW 530,black,01 08 2014,2014,14999,190,258,Automatic,Diesel,5.6,0,275000
citroen,Citroen C1,grey,01 05 2014,2014,6690,50,68,Manual,Petrol,4.3,102,39320
bmw,BMW 318,white,01 06 2022,2022,34490,115,156,Automatic,Petrol,6.2,140,24600
ford,Ford EcoSport,red,01 09 2021,2021,21290,92,125,Manual,Petrol,6.5,148,11400
audi,Audi A4,blue,01 06 2007,2007,8780,120,163,Automatic,Petrol,8.4,202,149850
audi,Audi A4,silver,01 11 2019,2019,31390,140,190,Automatic,Diesel,5.3,139,33800
alfa romeo,Alfa Romeo Giulia,black,01 09 2021,2021,49980,206,280,Automatic,Petrol,6.6,151,7458
fiat,Fiat Fiorino,white,01 01 2011,2011,4990,70,95,Manual,Diesel,4.3,114,178000
bmw,BMW 420,grey,01 05 2023,2023,55990,135,184,Automatic,Petrol,6.8,155,1000
audi,Audi A4,black,01 07 2019,2019,22490,110,150,Automatic,Diesel,4.3,114,100000
audi,Audi A8,black,01 05 2016,2016,51990,283,385,Automatic,Diesel,7.5,196,95000
audi,Audi SQ7,grey,01 04 2018,2018,62999,320,435,Automatic,Diesel,7.6,199,106000
audi,Audi RS3,red,01 11 2022,2022,66890,294,400,Automatic,Petrol,8.3,190,5980
fiat,Fiat 124 Spider,white,01 06 2018,2018,19500,103,140,Manual,Petrol,6.4,0,60540
jaguar,Jaguar F Pace,grey,01 02 2020,2020,44990,184,250,Automatic,Petrol,7.6,172,58759
audi,Audi TTS,white,01 05 2021,2021,48770,235,320,Automatic,Petrol,8.4,190,23000
ford,Ford Fiesta,red,01 07 2020,2020,14999,70,95,Manual,Petrol,4.1,94,31377
ford,Ford Focus,grey,01 10 2020,2020,23490,110,150,Automatic,Diesel,4.2,112,22774
bmw,BMW 640,black,01 02 2018,2018,35890,250,340,Automatic,Petrol,8.2,187,143946
hyundai,Hyundai iX35,white,01 06 2013,2013,13200,135,184,Automatic,Diesel,7.2,189,120000
bmw,BMW 330,grey,01 04 2011,2011,14999,200,272,Automatic,Petrol,9.3,216,186000
bmw,BMW 218,grey,01 05 2016,2016,21490,110,150,Automatic,Diesel,4.5,117,87000
ford,Ford Fiesta,blue,01 07 2008,2008,3390,59,80,Manual,Petrol,6.2,147,110758
audi,Audi A6,grey,01 05 2009,2009,12500,140,190,Manual,Diesel,6.2,164,147500
kia,Kia Sorento,blue,01 01 2020,2020,34980,147,200,Automatic,Diesel,6,159,79250
alfa romeo,Alfa Romeo 159,black,01 02 2006,2006,900,136,185,Manual,Petrol,9.4,221,230000
ford,Ford Edge,black,01 06 2016,2016,25990,154,209,Automatic,Diesel,5.8,149,110414
audi,Audi A4,silver,01 12 2018,2018,24830,110,150,Automatic,Petrol,6,137,52511
hyundai,Hyundai i10,white,01 07 2015,2015,5300,51,69,Manual,Petrol,5.1,0,120000
fiat,Fiat 500,black,01 03 2017,2017,9500,51,69,Manual,Petrol,4.9,0,48000
bmw,BMW 316,grey,01 04 2012,2012,10450,85,116,Manual,Diesel,4.5,119,125917
bmw,BMW 320,black,01 12 2002,2002,1550,110,150,Manual,Diesel,5.7,153,370000
ford,Ford Ka Ka+,white,01 06 2011,2011,5000,51,69,Manual,Petrol,4.9,116,84708
audi,Audi TT RS,orange,01 12 2022,2022,83990,294,400,Automatic,Petrol,8.9,202.8,150
citroen,Citroen C3 Aircross,white,01 11 2019,2019,17990,81,110,Manual,Petrol,0,0,37863
audi,Audi A6,black,01 10 2018,2018,33500,170,231,Automatic,Diesel,5.9,155,54438
audi,Audi Q3,blue,01 01 2015,2015,17999,125,170,Automatic,Petrol,7.7,179,119400
bmw,BMW 330,silver,01 01 2005,2005,9999,170,231,Automatic,Petrol,10.2,244,261303
audi,Audi A3,grey,01 05 2022,2022,32080,110,150,Automatic,Petrol,5.8,133.5,16400
hyundai,Hyundai i30,white,01 01 2018,2018,15990,103,140,Automatic,Petrol,5.5,125,97400
land rover,Land Rover Discovery,white,01 10 2016,2016,21890,132,179,Automatic,Diesel,5.3,139,99954
bmw,BMW 116,black,01 12 2009,2009,4800,90,122,Manual,Petrol,6.1,0,149300
audi,Audi A3,silver,01 07 2022,2022,30799,110,150,Automatic,Petrol,5.8,131,7608
citroen,Citroen DS3,white,01 12 2017,2017,10950,60,82,Manual,Petrol,4.6,107,95000
lancia,Lancia Phedra,grey,01 03 2003,2003,2490,94,128,Manual,Diesel,7.4,199,271613
audi,Audi S5,green,01 12 2020,2020,62980,255,347,Automatic,Diesel,6.2,161,42419
audi,Audi A5,blue,01 10 2015,2015,30500,130,177,Automatic,Petrol,6,0,85000
fiat,Fiat 500C,black,01 01 2020,2020,16900,51,69,Manual,Petrol,5.5,134,7000
hyundai,Hyundai i10,blue,01 04 2019,2019,13220,64,87,Manual,Petrol,4.9,116,9367
ford,Ford Fiesta,silver,01 10 2018,2018,11490,63,86,Manual,Petrol,5.8,129,55336
audi,Audi S5,silver,01 05 2008,2008,14999,260,354,Automatic,Petrol,10.7,0,209300
bmw,BMW 320,black,01 03 2010,2010,10950,125,170,Automatic,Petrol,7.1,164,176043
audi,Audi A1,red,01 11 2018,2018,16980,70,95,Manual,Petrol,4.4,102,40363
audi,Audi A6,black,01 12 2011,2011,17000,180,245,Automatic,Diesel,5.9,0,215000
audi,Audi S6,beige,01 10 2019,2019,20950,257,349,Automatic,Diesel,6.5,171,92000
audi,Audi Q5,grey,01 02 2018,2018,35449,185,252,Automatic,Petrol,7.2,159,112450
bmw,BMW 330,black,01 05 2006,2006,7900,170,231,Automatic,Diesel,7.4,197,220000
audi,Audi A6,black,01 11 2017,2017,26880,140,190,Automatic,Petrol,5.7,133,49800
ford,Ford Transit,yellow,01 06 2022,2022,33082,77,105,Manual,Diesel,8,209,29430
bmw,BMW 630,black,01 10 2018,2018,43499,195,265,Automatic,Diesel,5.7,151,66217
audi,Audi A5,silver,01 06 2020,2020,31890,140,190,Automatic,Diesel,4.2,136,51000
citroen,Citroen C4,black,01 08 2021,2021,19990,96,131,Manual,Petrol,4.8,108,21000
bmw,BMW X1,brown,01 05 2011,2011,10000,130,177,Automatic,Diesel,5.9,155,196000
hyundai,Hyundai i20,silver,01 06 2014,2014,6990,63,86,Manual,Petrol,4.9,114,44000
audi,Audi A2,grey,01 01 2003,2003,5480,55,75,Manual,Petrol,6,142,70967
bmw,BMW 320,white,01 03 2021,2021,38690,140,190,Automatic,Diesel,4.5,117,49990
bmw,BMW 520,grey,01 02 2017,2017,19999,140,190,Automatic,Diesel,5.1,135,145000
hyundai,Hyundai i30,black,01 02 2023,2023,23690,88,120,Manual,Petrol,4.9,111,14
citroen,Citroen C5 Aircross,grey,01 10 2020,2020,36430,133,181,Automatic,Hybrid,1.6,36,10
bmw,BMW 320,grey,01 02 2013,2013,18450,135,184,Automatic,Diesel,4.5,0,141900
ford,Ford S Max,brown,01 07 2016,2016,27890,132,179,Automatic,Diesel,5.8,149,30560
ford,Ford Kuga,silver,01 11 2021,2021,31990,112,152,Automatic,Hybrid,1.4,31,9000
audi,Audi TT,grey,01 04 2008,2008,16906,147,200,Manual,Petrol,7.7,183,85900
dacia,Dacia Duster,grey,01 05 2023,2023,25090,110,150,Automatic,Petrol,6.2,141,1999
mazda,Mazda CX 5,grey,01 05 2017,2017,19750,110,150,Automatic,Diesel,5.5,144,71334
bmw,BMW 640,red,01 03 2016,2016,40599,235,320,Automatic,Petrol,7.6,176,66900
ford,Ford Kuga,silver,01 08 2020,2020,27890,110,150,Manual,Diesel,5.1,135,22000
audi,Audi A3,black,01 12 2009,2009,12490,103,140,Manual,Diesel,5.3,140,79000
jaguar,Jaguar E Pace,violet,01 02 2021,2021,49901,150,204,Automatic,Diesel,5.3,140,24499
kia,Kia XCeed,white,01 02 2023,2023,32490,118,160,Automatic,Petrol,6.1,139,1500
bmw,BMW 118,grey,01 06 2011,2011,6700,105,143,Manual,Diesel,4.5,119,214000
bmw,BMW 118,black,01 04 2017,2017,19000,100,136,Manual,Petrol,5.3,0,56400
ford,Ford Galaxy,black,01 06 2014,2014,15600,120,163,Automatic,Diesel,6,159,151657
hyundai,Hyundai i10,grey,01 05 2015,2015,9250,49,67,Manual,Petrol,4.7,111,53421
fiat,Fiat 500C,black,01 09 2020,2020,14490,51,69,Manual,Petrol,5.3,120,40336
ford,Ford Puma,black,01 01 2023,2023,24980,114,155,Manual,Petrol,4.5,102,50
mazda,Mazda 6,white,01 02 2014,2014,10500,110,150,Manual,Diesel,4.4,117,110980
fiat,Fiat 500,black,01 02 2023,2023,17990,51,69,Manual,Petrol,4.5,104,1
bmw,BMW 320,grey,01 02 2014,2014,22500,135,184,Automatic,Petrol,6.7,0,98000
audi,Audi TT,grey,01 01 2007,2007,6500,147,200,Manual,Petrol,8,0,290000
audi,Audi A4,green,01 09 2017,2017,20900,110,150,Automatic,Diesel,4,104,85319
kia,Kia XCeed,yellow,01 03 2023,2023,31490,104,141,Automatic,Hybrid,1.2,29,10
audi,Audi A1,blue,01 10 2019,2019,19980,85,116,Automatic,Petrol,6,137,26790
ford,Ford Fiesta,red,01 12 2019,2019,13950,63,86,Manual,Petrol,5.2,117,35350
mazda,Mazda 2,grey,01 03 2017,2017,12499,66,90,Automatic,Petrol,4.8,112,83000
ford,Ford Focus,blue,01 04 2001,2001,2750,74,101,Manual,Petrol,7,167,160000
mazda,Mazda 2,grey,01 02 2009,2009,3595,55,75,Manual,Petrol,5.4,128,153003
ford,Ford Focus,grey,01 10 2015,2015,10897,74,101,Manual,Petrol,4.8,114,45600
alfa romeo,Alfa Romeo Stelvio,red,01 12 2021,2021,54900,206,280,Automatic,Petrol,7,161,9980
ford,Ford Fiesta,blue,01 07 2005,2005,2000,51,69,Manual,Petrol,6.2,0,122000
land rover,Land Rover Range Rover Evoque,grey,01 03 2017,2017,38990,110,150,Automatic,Diesel,5.1,134,67263
ford,Ford Fiesta,silver,01 11 2019,2019,11840,74,101,Manual,Petrol,4.1,127,88650
audi,Audi TT,silver,01 09 2021,2021,34950,180,245,Automatic,Petrol,7.5,173,13420
ford,Ford Kuga,black,01 06 2017,2017,18680,110,150,Manual,Petrol,7.2,164,59870
audi,Audi A6,black,01 01 2014,2014,18900,130,177,Automatic,Diesel,5,132,128000
dacia,Dacia Duster,grey,01 10 2019,2019,16000,96,131,Manual,Petrol,5.6,0,21342
alfa romeo,Alfa Romeo Giulietta,red,01 03 2013,2013,5700,125,170,Automatic,Petrol,6.4,134,106000
citroen,Citroen Berlingo,black,01 03 2012,2012,7990,68,92,Manual,Diesel,5.3,140,141000
audi,Audi A3,black,01 10 2020,2020,26430,110,150,Automatic,Hybrid,2,46,25433
hyundai,Hyundai i30,grey,01 10 2015,2015,11980,81,110,Manual,Diesel,3.6,95,117500
ford,Ford S Max,white,01 11 2017,2017,15899,132,179,Automatic,Diesel,5.2,134,155782
bmw,BMW 330,black,01 03 2023,2023,70930,210,286,Automatic,Diesel,5.5,143,11500
ford,Ford S Max,grey,01 09 2017,2017,26800,176,239,Automatic,Petrol,7.9,180,64250
fiat,Fiat 500C,red,01 12 2022,2022,20490,51,69,Manual,Petrol,4.1,93,20
ford,Ford Tourneo Courier,blue,01 08 2019,2019,16990,74,101,Manual,Petrol,5.3,120,44444
ford,Ford Puma,red,01 02 2022,2022,24990,113,154,Manual,Petrol,3.9,101,11977
kia,Kia Niro,blue,01 04 2018,2018,18990,104,141,Automatic,Petrol,7.7,153,63300
aston martin,Aston Martin DB7,green,01 05 2001,2001,49941,309,420,Automatic,Petrol,12.7,450,72000
kia,Kia Sportage,silver,01 05 2023,2023,46490,132,179,Automatic,Petrol,6,137,10
audi,Audi A3,white,01 10 2016,2016,19900,110,150,Automatic,Hybrid,1.8,40,94260
ford,Ford Focus,blue,01 05 2019,2019,13995,110,150,Automatic,Diesel,4.4,116,118200
bmw,BMW M6,blue,01 08 2013,2013,9490,412,560,Unknown,Petrol,10.3,244,74830
audi,Audi A4,silver,01 09 2007,2007,6700,120,163,Automatic,Petrol,8.5,0,225000
ford,Ford Fiesta,silver,01 06 2006,2006,1700,59,80,Manual,Petrol,6.5,154,259589
citroen,Citroen Jumper,grey,01 01 2013,2013,11990,110,150,Manual,Diesel,7,184,249114
ford,Ford Fiesta,yellow,01 10 2019,2019,17990,74,101,Manual,Petrol,5,0,31233
mazda,Mazda CX 3,red,01 09 2015,2015,14339,77,105,Manual,Diesel,4,106,93257
bmw,BMW X5,white,01 09 2019,2019,63499,195,265,Automatic,Diesel,6,158,43303
dacia,Dacia Dokker,white,01 04 2016,2016,10199,61,83,Manual,LPG,7.5,175,149800
bmw,BMW X3,black,01 02 2006,2006,8000,110,150,Manual,Diesel,7.2,191,166200
bmw,BMW 316,white,01 09 2010,2010,7999,85,116,Manual,Diesel,4.5,0,183000
mazda,Mazda CX 5,red,01 10 2018,2018,22800,121,165,Manual,Petrol,6.4,146,43260
bmw,BMW 650,silver,01 02 2012,2012,24000,300,408,Automatic,Petrol,10.5,0,120000
fiat,Fiat 500,black,01 09 2016,2016,9900,51,69,Manual,Petrol,4.9,115,97500
maserati,Maserati Ghibli,grey,01 09 2022,2022,71800,243,330,Automatic,Hybrid,7.5,172,9999
ford,Ford Focus,red,01 12 2021,2021,25990,92,125,Manual,Petrol,5.4,122,1500
ford,Ford Ranger,grey,01 07 2022,2022,39188,125,170,Automatic,Diesel,9,238,12900
audi,Audi Q3,grey,01 06 2013,2013,19490,155,211,Automatic,Petrol,7.7,182,102022
bmw,BMW 540,blue,01 04 2019,2019,49890,250,340,Automatic,Petrol,7.8,178,33479
dacia,Dacia Sandero,orange,01 03 2023,2023,19750,81,110,Manual,Petrol,5.5,125,58
audi,Audi A6,red,01 11 2019,2019,29480,150,204,Automatic,Diesel,4.9,129,99980
bmw,BMW X1,white,01 06 2020,2020,54999,141,192,Automatic,Petrol,6.1,138,17865
bmw,BMW X1,white,01 07 2020,2020,33700,141,192,Automatic,Petrol,5.7,0,15000
audi,Audi A4,silver,01 11 2007,2007,5950,103,140,Automatic,Diesel,6.5,170,230000
audi,Audi Q3,black,01 05 2022,2022,41960,110,150,Automatic,Diesel,4.5,119,20689
hyundai,Hyundai Grand Santa Fe,white,01 06 2016,2016,21590,145,197,Automatic,Diesel,7.6,199,122000
fiat,Fiat 500,red,01 06 2023,2023,17440,51,69,Manual,Petrol,5.1,119,50
ford,Ford Kuga,white,01 07 2020,2020,33640,165,224,Automatic,Hybrid,1.4,32,11120
jeep,Jeep Compass,red,01 02 2023,2023,41480,132,179,Automatic,Hybrid,2,47,5
hyundai,Hyundai i20,beige,01 04 2023,2023,20850,74,101,Manual,Petrol,5.1,116,7
audi,Audi Q8,silver,01 06 2023,2023,105950,210,286,Automatic,Diesel,8.6,193,1100
ford,Ford Kuga,black,01 11 2017,2017,17990,110,150,Manual,Petrol,7.2,164,81843
audi,Audi A4,silver,01 06 2011,2011,8700,118,160,Manual,Petrol,7.7,182,107400
bmw,BMW 218,grey,01 10 2021,2021,25950,100,136,Manual,Petrol,5.9,136,19358
hyundai,Hyundai TUCSON,grey,01 11 2015,2015,13800,85,116,Manual,Diesel,4.6,0,76600
hyundai,Hyundai i30,silver,01 02 2017,2017,10990,74,101,Manual,Petrol,5.6,129,102766
audi,Audi A6,black,01 06 2009,2009,6500,180,245,Manual,Diesel,6.7,0,328000
maserati,Maserati Ghibli,black,01 07 2022,2022,109990,316,430,Automatic,Petrol,11.8,268,13600
fiat,Fiat Tipo,grey,01 02 2018,2018,10900,70,95,Manual,Diesel,3.7,99,78700
bmw,BMW M2,orange,01 03 2019,2019,52200,302,411,Automatic,Petrol,9,0,68000
fiat,Fiat 500,white,01 07 2021,2021,14290,52,71,Manual,Petrol,4.1,93,19
kia,Kia Sportage,white,01 06 2017,2017,17990,97,132,Manual,Petrol,6.7,159,73000
ford,Ford Focus,black,01 11 2021,2021,24880,110,150,Automatic,Petrol,5.3,122,23825
bmw,BMW 435,black,01 10 2013,2013,27980,225,306,Manual,Petrol,7.9,187,120000
audi,Audi A6,black,01 05 2015,2015,24500,160,218,Automatic,Diesel,5.1,0,98900
audi,Audi Q3,white,01 05 2023,2023,44950,110,150,Automatic,Petrol,7,158,1500
ford,Ford Mondeo,silver,01 12 2011,2011,5950,103,140,Manual,Diesel,4.9,139,199500
hyundai,Hyundai i10,white,01 12 2018,2018,11490,49,67,Automatic,Petrol,5.6,129,24800
dacia,Dacia,brown,01 02 2023,2023,21740,81,110,Manual,Petrol,6.1,130,150
audi,Audi A1,blue,01 12 2011,2011,8999,63,86,Manual,Petrol,5.1,121,120000
citroen,Citroen C4,black,01 12 2014,2014,10800,85,116,Manual,Diesel,4,105,115544
jaguar,Jaguar E Pace,grey,01 09 2019,2019,36490,110,150,Automatic,Diesel,5.2,138,26247
citroen,Citroen Jumper,white,01 03 2016,2016,14750,96,131,Manual,Diesel,7.5,199,138500
citroen,Citroen Jumper,white,01 06 2015,2015,15960,96,131,Manual,Diesel,6.8,180,108000
audi,Audi A3,black,01 01 2014,2014,12800,77,105,Manual,Diesel,3.8,0,170960
fiat,Fiat 500C,blue,01 11 2020,2020,16190,52,71,Manual,Hybrid,5.4,121,35216
fiat,Fiat 500C,green,01 09 2022,2022,19980,51,69,Manual,Hybrid,4.1,93,99
alfa romeo,Alfa Romeo Stelvio,blue,01 04 2021,2021,44890,206,280,Automatic,Petrol,7,158,34500
ford,Ford Mondeo,grey,01 11 2017,2017,19890,118,160,Manual,Petrol,5.8,134,35500
audi,Audi A4,blue,01 08 2015,2015,22777,125,170,Manual,Petrol,6.1,141,69700
fiat,Fiat Panda,black,01 02 2023,2023,20790,51,69,Manual,Hybrid,4.1,93,20
kia,Kia Sportage,white,01 06 2019,2019,26500,130,177,Automatic,Petrol,7.6,177,64796
fiat,Fiat Croma,black,01 04 2010,2010,5499,103,140,Manual,Petrol,7.5,177,97400
audi,Audi A4,silver,01 04 2011,2011,15499,132,179,Automatic,Petrol,7.1,167,70000
kia,Kia Sportage,white,01 03 2018,2018,22469,130,177,Manual,Petrol,7.4,170,45136
hyundai,Hyundai i20,brown,01 06 2022,2022,22405,74,101,Manual,Petrol,5.6,127,2500
ford,Ford Fiesta,blue,01 07 2017,2017,8495,48,65,Manual,Petrol,4.3,99,91000
audi,Audi A6,silver,01 06 2009,2009,9500,125,170,Automatic,Petrol,7.8,0,145000
bmw,BMW 316,black,01 08 2001,2001,1350,85,116,Manual,Petrol,6.9,0,154500
kia,Kia XCeed,yellow,01 10 2019,2019,24000,150,204,Automatic,Petrol,6.2,143,76735
audi,Audi Q5,red,01 05 2019,2019,42930,180,245,Automatic,Petrol,7.2,164,53581
hyundai,Hyundai TUCSON,red,01 03 2023,2023,33000,110,150,Manual,Petrol,6.3,144,5
audi,Audi Q5,grey,01 02 2022,2022,62910,195,265,Automatic,Hybrid,7.4,169,9900
audi,Audi A2,blue,01 11 2004,2004,4600,55,75,Manual,Petrol,6,142,210837
audi,Audi A3,silver,01 11 2013,2013,17690,132,179,Automatic,Petrol,5.6,129,86000
audi,Audi S5,silver,01 06 2014,2014,31890,245,333,Automatic,Petrol,7.9,187,93900
fiat,Fiat 124 Spider,white,01 05 2017,2017,16200,103,140,Manual,Petrol,6.4,148,35000
audi,Audi A5,blue,01 02 2023,2023,62230,150,204,Automatic,Diesel,5.8,152.8,6234
kia,Kia,green,01 02 2023,2023,30980,118,160,Automatic,Petrol,5.8,138,10
bmw,BMW 218,black,01 05 2016,2016,14490,110,150,Manual,Diesel,4.4,117,116200
maserati,Maserati Levante,black,01 10 2019,2019,59999,257,349,Automatic,Petrol,11.6,268,42000
jaguar,Jaguar XF,black,01 12 2017,2017,27890,221,300,Automatic,Diesel,5.5,144,56500
citroen,Citroen C3,white,01 05 2022,2022,14440,60,82,Manual,Petrol,5.4,122,19100
hyundai,Hyundai,white,01 02 2023,2023,49990,130,177,Automatic,Diesel,8.5,222,2000
audi,Audi A3,blue,01 04 2007,2007,5490,77,105,Manual,Diesel,4.9,130,182900
ford,Ford Kuga,white,01 04 2019,2019,17590,88,120,Manual,Petrol,7.6,173,48000
ford,Ford Fiesta,silver,01 08 2019,2019,9490,52,71,Manual,Petrol,5.2,117,116890
bmw,BMW 118,blue,01 01 2014,2014,13699,125,170,Automatic,Petrol,5.9,140,12399
audi,Audi RS3,red,01 03 2022,2022,65980,294,400,Automatic,Petrol,8.3,190,3466
audi,Audi A3,silver,01 09 2011,2011,6900,92,125,Manual,Petrol,5.8,134,169000
audi,Audi A1,grey,01 09 2015,2015,11000,70,95,Manual,Petrol,4.4,102,100000
ford,Ford Fiesta,black,01 05 2012,2012,4900,60,82,Manual,Petrol,5.6,0,120300
audi,Audi A6,grey,01 12 2009,2009,10900,125,170,Manual,Petrol,8.2,197,145802
ford,Ford Edge,white,01 05 2018,2018,27740,154,209,Automatic,Diesel,5.9,156,49986
citroen,Citroen C4 SpaceTourer,white,01 06 2020,2020,27880,96,131,Automatic,Petrol,0,0,31359
maserati,Maserati Ghibli,black,01 06 2017,2017,33800,257,349,Automatic,Petrol,8.9,207,200000
honda,Honda Civic,black,01 02 2018,2018,35900,235,320,Manual,Petrol,7.7,176,37604
ford,Ford Fiesta,white,01 09 2010,2010,5950,44,60,Manual,Petrol,5.5,127,56433
bmw,BMW 530,black,01 12 2013,2013,22750,190,258,Automatic,Diesel,5.3,0,201000
bmw,BMW 323,green,01 03 1998,1998,5950,125,170,Automatic,Petrol,10.5,250,250000
ford,Ford Fiesta,red,01 10 2021,2021,18990,70,95,Manual,Petrol,4.4,100,12000
ford,Ford Kuga,black,01 06 2021,2021,27490,110,150,Manual,Petrol,5.5,125,20250
fiat,Fiat 500,orange,01 03 2023,2023,19990,51,69,Manual,Hybrid,4.1,93,20
bentley,Bentley Bentayga,brown,01 05 2017,2017,129710,447,608,Automatic,Petrol,13.1,296,14990
kia,Kia Stonic,silver,01 10 2020,2020,18990,88,120,Manual,Petrol,5.1,117,34771
bmw,BMW 435,blue,01 12 2015,2015,35900,225,306,Automatic,Petrol,7.8,181,69589
ford,Ford EcoSport,red,01 09 2022,2022,21634,92,125,Manual,Petrol,5,151,7
bmw,BMW 316,silver,01 05 2005,2005,3999,85,116,Manual,Petrol,7,170,145000
citroen,Citroen C2,black,01 03 2005,2005,2599,44,60,Manual,Petrol,6,143,136000
bmw,BMW X1,black,01 09 2011,2011,16499,150,204,Automatic,Diesel,6.3,167,125000
ford,Ford Transit Custom,red,01 01 2014,2014,11980,74,101,Manual,Diesel,6.4,168,20000
ferrari,Ferrari California,white,01 06 2011,2011,155890,338,460,Automatic,Petrol,9.4,299,7070
dacia,Dacia Duster,white,01 02 2023,2023,23999,110,150,Manual,Petrol,6.1,139,10
fiat,Fiat Tipo,brown,01 07 2022,2022,19488,74,101,Manual,Petrol,5.4,128,10
audi,Audi A1,black,01 07 2011,2011,9500,90,122,Automatic,Petrol,5.2,0,144300
bmw,BMW 330,silver,01 05 2002,2002,8150,170,231,Manual,Petrol,9.1,0,214400
jaguar,Jaguar E Pace,blue,01 04 2020,2020,37500,132,179,Automatic,Diesel,6,158,23600
honda,Honda CR V,silver,01 11 2019,2019,25900,127,173,Manual,Petrol,6.3,143,31900
bmw,BMW 540,black,01 06 2006,2006,41900,225,306,Automatic,Petrol,10.4,250,116000
audi,Audi A3,black,01 12 2014,2014,15800,110,150,Manual,Diesel,3.8,101,159800
bmw,BMW X1,grey,01 11 2011,2011,8999,105,143,Automatic,Diesel,6.2,164,268000
audi,Audi A1,white,01 10 2016,2016,13190,60,82,Manual,Petrol,4.4,102,95000
ford,Ford Focus,white,01 10 2022,2022,24980,92,125,Automatic,Petrol,6,135,11791
ford,Ford Transit Custom,silver,01 12 2016,2016,24900,96,131,Manual,Diesel,6,0,111000
audi,Audi A4,silver,01 12 2002,2002,6490,75,102,Manual,Petrol,7.7,182,75333
ford,Ford Mustang,silver,01 10 2019,2019,28500,231,314,Automatic,Petrol,9.5,263,53228
audi,Audi A6,blue,01 05 2004,2004,6300,110,150,Manual,Petrol,8.4,202,149300
